,V,I_SD VG0
0,-1.0,-6.015056e-08
1,-0.98,-5.04263e-08
2,-0.96,-4.299418e-08
3,-0.94,-3.595565e-08
4,-0.92,-3.056266e-08
5,-0.9,-2.575659e-08
6,-0.88,-2.109482e-08
7,-0.86,-1.78622e-08
8,-0.84,-1.432597e-08
9,-0.8200000000000001,-1.081001e-08
10,-0.8,-7.639228e-09
11,-0.78,-5.590987e-09
12,-0.76,-2.957891e-09
13,-0.74,-1.38249e-09
14,-0.72,8.9271e-10
15,-0.7,3.003735e-09
16,-0.6799999999999999,4.323214e-09
17,-0.6599999999999999,6.128754e-09
18,-0.64,7.051981e-09
19,-0.62,7.903022e-09
20,-0.6,8.694204e-09
21,-0.5800000000000001,1.076295e-08
22,-0.56,1.153835e-08
23,-0.54,1.152948e-08
24,-0.52,1.263691e-08
25,-0.5,1.358859e-08
26,-0.48,1.366992e-08
27,-0.45999999999999996,1.463018e-08
28,-0.43999999999999995,1.583134e-08
29,-0.42000000000000004,1.489334e-08
30,-0.4,1.600819e-08
31,-0.38,1.633921e-08
32,-0.36,1.579198e-08
33,-0.33999999999999997,1.652724e-08
34,-0.31999999999999995,1.619152e-08
35,-0.29999999999999993,1.602962e-08
36,-0.28,1.668757e-08
37,-0.26,1.67361e-08
38,-0.24,1.761635e-08
39,-0.21999999999999997,1.674598e-08
40,-0.19999999999999996,1.618248e-08
41,-0.17999999999999994,1.681911e-08
42,-0.16000000000000003,1.645621e-08
43,-0.14,1.69698e-08
44,-0.12,1.681017e-08
45,-0.09999999999999998,1.746303e-08
46,-0.07999999999999996,1.769873e-08
47,-0.05999999999999994,1.774419e-08
48,-0.040000000000000036,1.823243e-08
49,-0.020000000000000018,1.875652e-08
50,0.0,1.817647e-08
51,0.020000000000000018,1.873065e-08
52,0.040000000000000036,1.797326e-08
53,0.06000000000000005,1.870506e-08
54,0.08000000000000007,1.893673e-08
55,0.10000000000000009,1.966593e-08
56,0.1200000000000001,1.899278e-08
57,0.14000000000000012,1.959786e-08
58,0.15999999999999992,1.864296e-08
59,0.17999999999999994,2.054828e-08
60,0.19999999999999996,2.063985e-08
61,0.21999999999999997,1.999856e-08
62,0.24,2.059048e-08
63,0.26,2.119983e-08
64,0.28,2.14966e-08
65,0.30000000000000004,2.177902e-08
66,0.32000000000000006,2.158191e-08
67,0.3400000000000001,2.283927e-08
68,0.3600000000000001,2.355291e-08
69,0.3800000000000001,2.369849e-08
70,0.40000000000000013,2.449836e-08
71,0.41999999999999993,2.536916e-08
72,0.43999999999999995,2.533915e-08
73,0.45999999999999996,2.652447e-08
74,0.48,2.619345e-08
75,0.5,2.664564e-08
76,0.52,2.697331e-08
77,0.54,2.758927e-08
78,0.56,2.80508e-08
79,0.5800000000000001,2.864322e-08
80,0.6000000000000001,3.025368e-08
81,0.6200000000000001,3.072397e-08
82,0.6400000000000001,3.08054e-08
83,0.6600000000000001,3.213832e-08
84,0.6799999999999999,3.280453e-08
85,0.7,3.367306e-08
86,0.72,3.433038e-08
87,0.74,3.596391e-08
88,0.76,3.658186e-08
89,0.78,3.786593e-08
90,0.8,3.924589e-08
91,0.8200000000000001,4.071501e-08
92,0.8400000000000001,4.210863e-08
93,0.8600000000000001,4.362452e-08
94,0.8800000000000001,4.527761e-08
95,0.9000000000000001,4.616173e-08
96,0.9199999999999999,4.840941e-08
97,0.94,4.951352e-08
98,0.96,5.21921e-08
99,0.98,5.368103e-08
100,1.0,5.488607e-08
