,V,I_SD VG0
0,-1.0,-4.127215e-08
1,-0.98,-4.043801e-08
2,-0.96,-3.962929e-08
3,-0.94,-3.879351e-08
4,-0.92,-3.794522e-08
5,-0.9,-3.71283e-08
6,-0.88,-3.628711e-08
7,-0.86,-3.546105e-08
8,-0.84,-3.463366e-08
9,-0.8200000000000001,-3.381613e-08
10,-0.8,-3.298982e-08
11,-0.78,-3.215442e-08
12,-0.76,-3.133286e-08
13,-0.74,-3.052196e-08
14,-0.72,-2.969509e-08
15,-0.7,-2.8874e-08
16,-0.6799999999999999,-2.805033e-08
17,-0.6599999999999999,-2.722098e-08
18,-0.64,-2.639295e-08
19,-0.62,-2.557457e-08
20,-0.6,-2.474745e-08
21,-0.5800000000000001,-2.391591e-08
22,-0.56,-2.309651e-08
23,-0.54,-2.2273e-08
24,-0.52,-2.143367e-08
25,-0.5,-2.06116e-08
26,-0.48,-1.978241e-08
27,-0.45999999999999996,-1.896209e-08
28,-0.43999999999999995,-1.814058e-08
29,-0.42000000000000004,-1.732451e-08
30,-0.4,-1.649212e-08
31,-0.38,-1.567585e-08
32,-0.36,-1.484485e-08
33,-0.33999999999999997,-1.40319e-08
34,-0.31999999999999995,-1.320014e-08
35,-0.29999999999999993,-1.237111e-08
36,-0.28,-1.155265e-08
37,-0.26,-1.072715e-08
38,-0.24,-9.900932e-09
39,-0.21999999999999997,-9.080878e-09
40,-0.19999999999999996,-8.267932e-09
41,-0.17999999999999994,-7.447673e-09
42,-0.16000000000000003,-6.615252e-09
43,-0.14,-5.798931e-09
44,-0.12,-4.980688e-09
45,-0.09999999999999998,-4.13959e-09
46,-0.07999999999999996,-3.325941e-09
47,-0.05999999999999994,-2.501696e-09
48,-0.040000000000000036,-1.686781e-09
49,-0.020000000000000018,-8.614766e-10
50,0.0,-4.31341e-11
51,0.020000000000000018,8.1407e-10
52,0.040000000000000036,1.628435e-09
53,0.06000000000000005,2.446735e-09
54,0.08000000000000007,3.268671e-09
55,0.10000000000000009,4.088485e-09
56,0.1200000000000001,4.908796e-09
57,0.14000000000000012,5.72953e-09
58,0.15999999999999992,6.547529e-09
59,0.17999999999999994,7.367041e-09
60,0.19999999999999996,8.180647e-09
61,0.21999999999999997,9.004236e-09
62,0.24,9.823498e-09
63,0.26,1.063828e-08
64,0.28,1.14597e-08
65,0.30000000000000004,1.228078e-08
66,0.32000000000000006,1.310202e-08
67,0.3400000000000001,1.392334e-08
68,0.3600000000000001,1.474428e-08
69,0.3800000000000001,1.55601e-08
70,0.40000000000000013,1.637526e-08
71,0.41999999999999993,1.719342e-08
72,0.43999999999999995,1.801423e-08
73,0.45999999999999996,1.884743e-08
74,0.48,1.966912e-08
75,0.5,2.048256e-08
76,0.52,2.130242e-08
77,0.54,2.212361e-08
78,0.56,2.293289e-08
79,0.5800000000000001,2.375884e-08
80,0.6000000000000001,2.45762e-08
81,0.6200000000000001,2.539041e-08
82,0.6400000000000001,2.619699e-08
83,0.6600000000000001,2.702622e-08
84,0.6799999999999999,2.784738e-08
85,0.7,2.866641e-08
86,0.72,2.94736e-08
87,0.74,3.028701e-08
88,0.76,3.111771e-08
89,0.78,3.193162e-08
90,0.8,3.275001e-08
91,0.8200000000000001,3.356475e-08
92,0.8400000000000001,3.438614e-08
93,0.8600000000000001,3.520412e-08
94,0.8800000000000001,3.601882e-08
95,0.9000000000000001,3.683896e-08
96,0.9199999999999999,3.767152e-08
97,0.94,3.849233e-08
98,0.96,3.931342e-08
99,0.98,4.013044e-08
100,1.0,4.095235e-08
