,V,I_SD VG0
0,-1.0,-5.86837e-08
1,-0.98,-5.219329e-08
2,-0.96,-4.688777e-08
3,-0.94,-4.240765e-08
4,-0.92,-3.821141e-08
5,-0.9,-3.441324e-08
6,-0.88,-3.129331e-08
7,-0.86,-2.833294e-08
8,-0.84,-2.5419e-08
9,-0.8200000000000001,-2.23445e-08
10,-0.8,-1.928635e-08
11,-0.78,-1.66853e-08
12,-0.76,-1.470118e-08
13,-0.74,-1.214964e-08
14,-0.72,-1.022597e-08
15,-0.7,-8.212789e-09
16,-0.6799999999999999,-5.576613e-09
17,-0.6599999999999999,-3.721794e-09
18,-0.64,-2.336585e-09
19,-0.62,-3.435793e-10
20,-0.6,1.64192e-09
21,-0.5800000000000001,3.218887e-09
22,-0.56,4.279363e-09
23,-0.54,6.040325e-09
24,-0.52,7.029137e-09
25,-0.5,8.356364e-09
26,-0.48,9.298409e-09
27,-0.45999999999999996,1.045058e-08
28,-0.43999999999999995,1.19949e-08
29,-0.42000000000000004,1.254413e-08
30,-0.4,1.400418e-08
31,-0.38,1.473146e-08
32,-0.36,1.600322e-08
33,-0.33999999999999997,1.613779e-08
34,-0.31999999999999995,1.759895e-08
35,-0.29999999999999993,1.812607e-08
36,-0.28,1.809883e-08
37,-0.26,1.960464e-08
38,-0.24,2.012854e-08
39,-0.21999999999999997,2.023887e-08
40,-0.19999999999999996,2.12248e-08
41,-0.17999999999999994,2.195322e-08
42,-0.16000000000000003,2.209276e-08
43,-0.14,2.206261e-08
44,-0.12,2.257464e-08
45,-0.09999999999999998,2.402964e-08
46,-0.07999999999999996,2.477361e-08
47,-0.05999999999999994,2.512255e-08
48,-0.040000000000000036,2.510767e-08
49,-0.020000000000000018,2.538981e-08
50,0.0,2.54746e-08
51,0.020000000000000018,2.681888e-08
52,0.040000000000000036,2.745358e-08
53,0.06000000000000005,2.79356e-08
54,0.08000000000000007,2.781961e-08
55,0.10000000000000009,2.779711e-08
56,0.1200000000000001,2.738207e-08
57,0.14000000000000012,2.745712e-08
58,0.15999999999999992,2.82885e-08
59,0.17999999999999994,2.839614e-08
60,0.19999999999999996,2.838062e-08
61,0.21999999999999997,2.858906e-08
62,0.24,2.934204e-08
63,0.26,2.92947e-08
64,0.28,2.960069e-08
65,0.30000000000000004,2.945094e-08
66,0.32000000000000006,2.995155e-08
67,0.3400000000000001,2.974635e-08
68,0.3600000000000001,2.938942e-08
69,0.3800000000000001,3.036951e-08
70,0.40000000000000013,3.050404e-08
71,0.41999999999999993,3.112061e-08
72,0.43999999999999995,3.1163e-08
73,0.45999999999999996,3.151315e-08
74,0.48,3.181824e-08
75,0.5,3.29568e-08
76,0.52,3.315841e-08
77,0.54,3.325851e-08
78,0.56,3.338751e-08
79,0.5800000000000001,3.441065e-08
80,0.6000000000000001,3.506734e-08
81,0.6200000000000001,3.590806e-08
82,0.6400000000000001,3.63946e-08
83,0.6600000000000001,3.732213e-08
84,0.6799999999999999,3.790599e-08
85,0.7,3.793213e-08
86,0.72,3.827653e-08
87,0.74,3.864675e-08
88,0.76,3.985636e-08
89,0.78,4.081221e-08
90,0.8,4.1132e-08
91,0.8200000000000001,4.206274e-08
92,0.8400000000000001,4.322284e-08
93,0.8600000000000001,4.352338e-08
94,0.8800000000000001,4.434047e-08
95,0.9000000000000001,4.49349e-08
96,0.9199999999999999,4.635209e-08
97,0.94,4.682701e-08
98,0.96,4.737933e-08
99,0.98,4.900001e-08
100,1.0,4.937451e-08
