,V,I_SD VG0
0,-1.0,-4.691722e-08
1,-0.98,-3.883214e-08
2,-0.96,-3.150968e-08
3,-0.94,-2.717906e-08
4,-0.92,-2.193836e-08
5,-0.9,-1.822536e-08
6,-0.88,-1.486991e-08
7,-0.86,-1.213434e-08
8,-0.84,-8.691599e-09
9,-0.8200000000000001,-6.622376e-09
10,-0.8,-3.52898e-09
11,-0.78,-2.716129e-09
12,-0.76,-8.024457e-10
13,-0.74,8.22562e-10
14,-0.72,3.643109e-09
15,-0.7,5.040338e-09
16,-0.6799999999999999,6.265589e-09
17,-0.6599999999999999,7.612753e-09
18,-0.64,8.706751e-09
19,-0.62,9.10273e-09
20,-0.6,8.974001e-09
21,-0.5800000000000001,9.643299e-09
22,-0.56,1.116285e-08
23,-0.54,1.126585e-08
24,-0.52,1.285211e-08
25,-0.5,1.378261e-08
26,-0.48,1.25971e-08
27,-0.45999999999999996,1.444377e-08
28,-0.43999999999999995,1.491146e-08
29,-0.42000000000000004,1.54706e-08
30,-0.4,1.637811e-08
31,-0.38,1.614449e-08
32,-0.36,1.540691e-08
33,-0.33999999999999997,1.56205e-08
34,-0.31999999999999995,1.545399e-08
35,-0.29999999999999993,1.64407e-08
36,-0.28,1.588707e-08
37,-0.26,1.648476e-08
38,-0.24,1.741529e-08
39,-0.21999999999999997,1.799175e-08
40,-0.19999999999999996,1.711595e-08
41,-0.17999999999999994,1.917222e-08
42,-0.16000000000000003,1.824401e-08
43,-0.14,1.764233e-08
44,-0.12,1.75946e-08
45,-0.09999999999999998,1.865401e-08
46,-0.07999999999999996,1.799844e-08
47,-0.05999999999999994,1.864992e-08
48,-0.040000000000000036,1.800122e-08
49,-0.020000000000000018,1.946698e-08
50,0.0,1.850177e-08
51,0.020000000000000018,1.857651e-08
52,0.040000000000000036,1.933069e-08
53,0.06000000000000005,1.828401e-08
54,0.08000000000000007,1.817799e-08
55,0.10000000000000009,1.835279e-08
56,0.1200000000000001,1.920299e-08
57,0.14000000000000012,1.857999e-08
58,0.15999999999999992,1.982037e-08
59,0.17999999999999994,1.952703e-08
60,0.19999999999999996,2.115527e-08
61,0.21999999999999997,1.977494e-08
62,0.24,1.964173e-08
63,0.26,2.15995e-08
64,0.28,2.037157e-08
65,0.30000000000000004,2.042966e-08
66,0.32000000000000006,2.033933e-08
67,0.3400000000000001,2.122678e-08
68,0.3600000000000001,2.118983e-08
69,0.3800000000000001,2.144373e-08
70,0.40000000000000013,2.143893e-08
71,0.41999999999999993,2.355619e-08
72,0.43999999999999995,2.260297e-08
73,0.45999999999999996,2.288419e-08
74,0.48,2.320922e-08
75,0.5,2.377507e-08
76,0.52,2.379034e-08
77,0.54,2.432071e-08
78,0.56,2.529213e-08
79,0.5800000000000001,2.570359e-08
80,0.6000000000000001,2.591767e-08
81,0.6200000000000001,2.739966e-08
82,0.6400000000000001,2.807357e-08
83,0.6600000000000001,2.81914e-08
84,0.6799999999999999,2.926077e-08
85,0.7,2.951061e-08
86,0.72,3.111534e-08
87,0.74,3.069922e-08
88,0.76,3.165761e-08
89,0.78,3.196562e-08
90,0.8,3.239909e-08
91,0.8200000000000001,3.297167e-08
92,0.8400000000000001,3.485303e-08
93,0.8600000000000001,3.449526e-08
94,0.8800000000000001,3.602951e-08
95,0.9000000000000001,3.624426e-08
96,0.9199999999999999,3.79824e-08
97,0.94,3.835458e-08
98,0.96,3.948514e-08
99,0.98,4.118102e-08
100,1.0,4.249092e-08
