,V,I_SD VG0
0,-1.0,-6.63912e-08
1,-0.98,-5.835678e-08
2,-0.96,-5.231766e-08
3,-0.94,-4.695837e-08
4,-0.92,-4.217833e-08
5,-0.9,-3.77581e-08
6,-0.88,-3.420368e-08
7,-0.86,-3.07746e-08
8,-0.84,-2.786612e-08
9,-0.8200000000000001,-2.489805e-08
10,-0.8,-2.159132e-08
11,-0.78,-1.866064e-08
12,-0.76,-1.596925e-08
13,-0.74,-1.410278e-08
14,-0.72,-1.166022e-08
15,-0.7,-9.424782e-09
16,-0.6799999999999999,-7.949698e-09
17,-0.6599999999999999,-5.271722e-09
18,-0.64,-3.678718e-09
19,-0.62,-2.458563e-09
20,-0.6,-4.118551e-10
21,-0.5800000000000001,9.433746e-10
22,-0.56,2.313393e-09
23,-0.54,4.299582e-09
24,-0.52,5.624591e-09
25,-0.5,6.681383e-09
26,-0.48,8.015429e-09
27,-0.45999999999999996,9.605435e-09
28,-0.43999999999999995,9.636362e-09
29,-0.42000000000000004,1.035146e-08
30,-0.4,1.153379e-08
31,-0.38,1.258893e-08
32,-0.36,1.36729e-08
33,-0.33999999999999997,1.467738e-08
34,-0.31999999999999995,1.49387e-08
35,-0.29999999999999993,1.581646e-08
36,-0.28,1.612303e-08
37,-0.26,1.690787e-08
38,-0.24,1.733443e-08
39,-0.21999999999999997,1.759682e-08
40,-0.19999999999999996,1.829489e-08
41,-0.17999999999999994,1.917272e-08
42,-0.16000000000000003,1.988868e-08
43,-0.14,2.101447e-08
44,-0.12,2.176881e-08
45,-0.09999999999999998,2.160619e-08
46,-0.07999999999999996,2.181859e-08
47,-0.05999999999999994,2.086539e-08
48,-0.040000000000000036,2.222619e-08
49,-0.020000000000000018,2.225922e-08
50,0.0,2.348789e-08
51,0.020000000000000018,2.386367e-08
52,0.040000000000000036,2.474915e-08
53,0.06000000000000005,2.375382e-08
54,0.08000000000000007,2.374811e-08
55,0.10000000000000009,2.39513e-08
56,0.1200000000000001,2.475391e-08
57,0.14000000000000012,2.512662e-08
58,0.15999999999999992,2.495816e-08
59,0.17999999999999994,2.60487e-08
60,0.19999999999999996,2.605776e-08
61,0.21999999999999997,2.593963e-08
62,0.24,2.564721e-08
63,0.26,2.687488e-08
64,0.28,2.627906e-08
65,0.30000000000000004,2.771943e-08
66,0.32000000000000006,2.72112e-08
67,0.3400000000000001,2.743307e-08
68,0.3600000000000001,2.835758e-08
69,0.3800000000000001,2.911885e-08
70,0.40000000000000013,2.961552e-08
71,0.41999999999999993,2.937377e-08
72,0.43999999999999995,2.924177e-08
73,0.45999999999999996,3.021961e-08
74,0.48,3.155569e-08
75,0.5,3.247552e-08
76,0.52,3.285998e-08
77,0.54,3.300302e-08
78,0.56,3.35174e-08
79,0.5800000000000001,3.396853e-08
80,0.6000000000000001,3.439779e-08
81,0.6200000000000001,3.522119e-08
82,0.6400000000000001,3.667776e-08
83,0.6600000000000001,3.729158e-08
84,0.6799999999999999,3.771948e-08
85,0.7,3.934165e-08
86,0.72,4.038953e-08
87,0.74,4.210151e-08
88,0.76,4.24012e-08
89,0.78,4.377145e-08
90,0.8,4.434506e-08
91,0.8200000000000001,4.604325e-08
92,0.8400000000000001,4.674239e-08
93,0.8600000000000001,4.767556e-08
94,0.8800000000000001,4.885006e-08
95,0.9000000000000001,5.126657e-08
96,0.9199999999999999,5.200933e-08
97,0.94,5.389525e-08
98,0.96,5.503925e-08
99,0.98,5.602049e-08
100,1.0,5.755414e-08
