,V,I_SD VG0
0,-1.0,-2.386869e-08
1,-0.98,-2.33689e-08
2,-0.96,-2.286691e-08
3,-0.94,-2.236652e-08
4,-0.92,-2.18646e-08
5,-0.9,-2.136528e-08
6,-0.88,-2.087376e-08
7,-0.86,-2.038676e-08
8,-0.84,-1.988635e-08
9,-0.8200000000000001,-1.939738e-08
10,-0.8,-1.891403e-08
11,-0.78,-1.843596e-08
12,-0.76,-1.794665e-08
13,-0.74,-1.74527e-08
14,-0.72,-1.695682e-08
15,-0.7,-1.648038e-08
16,-0.6799999999999999,-1.599741e-08
17,-0.6599999999999999,-1.551531e-08
18,-0.64,-1.503432e-08
19,-0.62,-1.456247e-08
20,-0.6,-1.407442e-08
21,-0.5800000000000001,-1.360241e-08
22,-0.56,-1.311698e-08
23,-0.54,-1.263554e-08
24,-0.52,-1.215419e-08
25,-0.5,-1.168098e-08
26,-0.48,-1.120297e-08
27,-0.45999999999999996,-1.073782e-08
28,-0.43999999999999995,-1.026545e-08
29,-0.42000000000000004,-9.784922e-09
30,-0.4,-9.322353e-09
31,-0.38,-8.838442e-09
32,-0.36,-8.38449e-09
33,-0.33999999999999997,-7.899171e-09
34,-0.31999999999999995,-7.442499e-09
35,-0.29999999999999993,-6.954295e-09
36,-0.28,-6.497883e-09
37,-0.26,-6.035059e-09
38,-0.24,-5.556594e-09
39,-0.21999999999999997,-5.102548e-09
40,-0.19999999999999996,-4.642199e-09
41,-0.17999999999999994,-4.175239e-09
42,-0.16000000000000003,-3.716145e-09
43,-0.14,-3.253629e-09
44,-0.12,-2.782834e-09
45,-0.09999999999999998,-2.314812e-09
46,-0.07999999999999996,-1.854816e-09
47,-0.05999999999999994,-1.39401e-09
48,-0.040000000000000036,-9.363856e-10
49,-0.020000000000000018,-4.827966e-10
50,0.0,-2.365731e-11
51,0.020000000000000018,4.761995e-10
52,0.040000000000000036,9.230778e-10
53,0.06000000000000005,1.377474e-09
54,0.08000000000000007,1.826471e-09
55,0.10000000000000009,2.276981e-09
56,0.1200000000000001,2.723354e-09
57,0.14000000000000012,3.188144e-09
58,0.15999999999999992,3.649709e-09
59,0.17999999999999994,4.092144e-09
60,0.19999999999999996,4.543812e-09
61,0.21999999999999997,5.007448e-09
62,0.24,5.449631e-09
63,0.26,5.900896e-09
64,0.28,6.340457e-09
65,0.30000000000000004,6.791626e-09
66,0.32000000000000006,7.24971e-09
67,0.3400000000000001,7.697183e-09
68,0.3600000000000001,8.142251e-09
69,0.3800000000000001,8.585189e-09
70,0.40000000000000013,9.044587e-09
71,0.41999999999999993,9.478597e-09
72,0.43999999999999995,9.923815e-09
73,0.45999999999999996,1.037765e-08
74,0.48,1.082524e-08
75,0.5,1.127625e-08
76,0.52,1.17096e-08
77,0.54,1.216031e-08
78,0.56,1.258722e-08
79,0.5800000000000001,1.302123e-08
80,0.6000000000000001,1.346172e-08
81,0.6200000000000001,1.391221e-08
82,0.6400000000000001,1.436235e-08
83,0.6600000000000001,1.478801e-08
84,0.6799999999999999,1.523281e-08
85,0.7,1.56799e-08
86,0.72,1.611866e-08
87,0.74,1.65465e-08
88,0.76,1.698673e-08
89,0.78,1.740352e-08
90,0.8,1.785192e-08
91,0.8200000000000001,1.829789e-08
92,0.8400000000000001,1.87305e-08
93,0.8600000000000001,1.916026e-08
94,0.8800000000000001,1.959853e-08
95,0.9000000000000001,2.002026e-08
96,0.9199999999999999,2.047909e-08
97,0.94,2.090136e-08
98,0.96,2.13506e-08
99,0.98,2.177255e-08
100,1.0,2.219209e-08
