,V,I_SD VG0
0,-1.0,-1.196785e-10
1,-0.98,-1.128163e-10
2,-0.96,-1.063071e-10
3,-0.94,-1.038346e-10
4,-0.92,-9.838522e-11
5,-0.9,-9.757783e-11
6,-0.88,-8.824308e-11
7,-0.86,-8.915132e-11
8,-0.84,-8.54679e-11
9,-0.8200000000000001,-7.885792e-11
10,-0.8,-7.673864e-11
11,-0.78,-7.118832e-11
12,-0.76,-7.113782e-11
13,-0.74,-6.760577e-11
14,-0.72,-6.377092e-11
15,-0.7,-5.862424e-11
16,-0.6799999999999999,-5.706005e-11
17,-0.6599999999999999,-5.675728e-11
18,-0.64,-4.903722e-11
19,-0.62,-4.570695e-11
20,-0.6,-4.298223e-11
21,-0.5800000000000001,-4.242719e-11
22,-0.56,-3.672541e-11
23,-0.54,-3.400069e-11
24,-0.52,-3.384931e-11
25,-0.5,-3.17805e-11
26,-0.48,-2.935855e-11
27,-0.45999999999999996,-2.522099e-11
28,-0.43999999999999995,-2.219349e-11
29,-0.42000000000000004,-1.856052e-11
30,-0.4,-1.987243e-11
31,-0.38,-1.250555e-11
32,-0.36,-1.457433e-11
33,-0.33999999999999997,-1.3767e-11
34,-0.31999999999999995,-7.501404e-13
35,-0.29999999999999993,-4.786336e-12
36,-0.28,1.469773e-12
37,-0.26,1.579827e-11
38,-0.24,-7.863931e-12
39,-0.21999999999999997,-7.662118e-12
40,-0.19999999999999996,5.111718e-13
41,-0.17999999999999994,2.176101e-12
42,-0.16000000000000003,2.109576e-11
43,-0.14,2.699869e-11
44,-0.12,2.271022e-11
45,-0.09999999999999998,1.58487e-11
46,-0.07999999999999996,1.932995e-11
47,-0.05999999999999994,2.281114e-11
48,-0.040000000000000036,2.770507e-11
49,-0.020000000000000018,2.624191e-11
50,0.0,3.724056e-11
51,0.020000000000000018,3.375934e-11
52,0.040000000000000036,3.355754e-11
53,0.06000000000000005,4.127678e-11
54,0.08000000000000007,4.062092e-11
55,0.10000000000000009,4.884458e-11
56,0.1200000000000001,4.561565e-11
57,0.14000000000000012,4.420299e-11
58,0.15999999999999992,4.29417e-11
59,0.17999999999999994,5.499976e-11
60,0.19999999999999996,5.283039e-11
61,0.21999999999999997,5.409174e-11
62,0.24,5.651331e-11
63,0.26,5.772418e-11
64,0.28,6.12559e-11
65,0.30000000000000004,6.352625e-11
66,0.32000000000000006,6.68561e-11
67,0.3400000000000001,6.867242e-11
68,0.3600000000000001,7.164902e-11
69,0.3800000000000001,7.275901e-11
70,0.40000000000000013,7.548349e-11
71,0.41999999999999993,8.007467e-11
72,0.43999999999999995,7.714848e-11
73,0.45999999999999996,7.992325e-11
74,0.48,8.380818e-11
75,0.5,8.209277e-11
76,0.52,8.683531e-11
77,0.54,8.81975e-11
78,0.56,9.107329e-11
79,0.5800000000000001,9.384818e-11
80,0.6000000000000001,9.616896e-11
81,0.6200000000000001,1.021729e-10
82,0.6400000000000001,9.672405e-11
83,0.6600000000000001,1.010629e-10
84,0.6799999999999999,1.055026e-10
85,0.7,1.079245e-10
86,0.72,1.072182e-10
87,0.74,1.201338e-10
88,0.76,1.068649e-10
89,0.78,1.110525e-10
90,0.8,1.134743e-10
91,0.8200000000000001,1.161481e-10
92,0.8400000000000001,1.246747e-10
93,0.8600000000000001,1.244224e-10
94,0.8800000000000001,1.209413e-10
95,0.9000000000000001,1.278531e-10
96,0.9199999999999999,1.263396e-10
97,0.94,1.352697e-10
98,0.96,1.247755e-10
99,0.98,1.292153e-10
100,1.0,1.296694e-10
