,V,I_SD VG0
0,-1.0,-5.800305e-08
1,-0.98,-5.685377e-08
2,-0.96,-5.569134e-08
3,-0.94,-5.452805e-08
4,-0.92,-5.335957e-08
5,-0.9,-5.221486e-08
6,-0.88,-5.105885e-08
7,-0.86,-4.990303e-08
8,-0.84,-4.872659e-08
9,-0.8200000000000001,-4.757849e-08
10,-0.8,-4.643582e-08
11,-0.78,-4.527311e-08
12,-0.76,-4.410532e-08
13,-0.74,-4.295518e-08
14,-0.72,-4.179992e-08
15,-0.7,-4.064949e-08
16,-0.6799999999999999,-3.949721e-08
17,-0.6599999999999999,-3.833235e-08
18,-0.64,-3.719072e-08
19,-0.62,-3.60331e-08
20,-0.6,-3.484995e-08
21,-0.5800000000000001,-3.368502e-08
22,-0.56,-3.252903e-08
23,-0.54,-3.137221e-08
24,-0.52,-3.018541e-08
25,-0.5,-2.902637e-08
26,-0.48,-2.787467e-08
27,-0.45999999999999996,-2.670672e-08
28,-0.43999999999999995,-2.555573e-08
29,-0.42000000000000004,-2.439554e-08
30,-0.4,-2.32369e-08
31,-0.38,-2.208889e-08
32,-0.36,-2.09233e-08
33,-0.33999999999999997,-1.976614e-08
34,-0.31999999999999995,-1.860492e-08
35,-0.29999999999999993,-1.743826e-08
36,-0.28,-1.627974e-08
37,-0.26,-1.512758e-08
38,-0.24,-1.396653e-08
39,-0.21999999999999997,-1.281003e-08
40,-0.19999999999999996,-1.16491e-08
41,-0.17999999999999994,-1.049033e-08
42,-0.16000000000000003,-9.328622e-09
43,-0.14,-8.152805e-09
44,-0.12,-6.994649e-09
45,-0.09999999999999998,-5.837191e-09
46,-0.07999999999999996,-4.702537e-09
47,-0.05999999999999994,-3.551132e-09
48,-0.040000000000000036,-2.366934e-09
49,-0.020000000000000018,-1.199533e-09
50,0.0,-5.645649e-11
51,0.020000000000000018,1.150526e-09
52,0.040000000000000036,2.295745e-09
53,0.06000000000000005,3.439397e-09
54,0.08000000000000007,4.605259e-09
55,0.10000000000000009,5.747101e-09
56,0.1200000000000001,6.92275e-09
57,0.14000000000000012,8.074521e-09
58,0.15999999999999992,9.237695e-09
59,0.17999999999999994,1.038402e-08
60,0.19999999999999996,1.154393e-08
61,0.21999999999999997,1.269375e-08
62,0.24,1.384633e-08
63,0.26,1.500547e-08
64,0.28,1.615382e-08
65,0.30000000000000004,1.730443e-08
66,0.32000000000000006,1.846283e-08
67,0.3400000000000001,1.961112e-08
68,0.3600000000000001,2.076411e-08
69,0.3800000000000001,2.191657e-08
70,0.40000000000000013,2.306919e-08
71,0.41999999999999993,2.42196e-08
72,0.43999999999999995,2.536695e-08
73,0.45999999999999996,2.654277e-08
74,0.48,2.769053e-08
75,0.5,2.884469e-08
76,0.52,2.999377e-08
77,0.54,3.11488e-08
78,0.56,3.230526e-08
79,0.5800000000000001,3.345302e-08
80,0.6000000000000001,3.460283e-08
81,0.6200000000000001,3.575742e-08
82,0.6400000000000001,3.690133e-08
83,0.6600000000000001,3.805552e-08
84,0.6799999999999999,3.92085e-08
85,0.7,4.036631e-08
86,0.72,4.151814e-08
87,0.74,4.266547e-08
88,0.76,4.382081e-08
89,0.78,4.497081e-08
90,0.8,4.612961e-08
91,0.8200000000000001,4.727464e-08
92,0.8400000000000001,4.843662e-08
93,0.8600000000000001,4.958618e-08
94,0.8800000000000001,5.074502e-08
95,0.9000000000000001,5.190736e-08
96,0.9199999999999999,5.307472e-08
97,0.94,5.423028e-08
98,0.96,5.539471e-08
99,0.98,5.654411e-08
100,1.0,5.770701e-08
