,V,I_SD VG0
0,-1.0,-5.448084e-08
1,-0.98,-4.541462e-08
2,-0.96,-3.869375e-08
3,-0.94,-3.274655e-08
4,-0.92,-2.740777e-08
5,-0.9,-2.354452e-08
6,-0.88,-1.95974e-08
7,-0.86,-1.550176e-08
8,-0.84,-1.283582e-08
9,-0.8200000000000001,-9.671112e-09
10,-0.8,-6.97348e-09
11,-0.78,-4.787204e-09
12,-0.76,-2.452036e-09
13,-0.74,-5.284419e-10
14,-0.72,1.472607e-09
15,-0.7,2.834237e-09
16,-0.6799999999999999,4.63353e-09
17,-0.6599999999999999,5.743909e-09
18,-0.64,6.993917e-09
19,-0.62,8.73386e-09
20,-0.6,9.016905e-09
21,-0.5800000000000001,9.717784e-09
22,-0.56,1.09865e-08
23,-0.54,1.23824e-08
24,-0.52,1.369468e-08
25,-0.5,1.48253e-08
26,-0.48,1.455089e-08
27,-0.45999999999999996,1.571647e-08
28,-0.43999999999999995,1.640608e-08
29,-0.42000000000000004,1.583802e-08
30,-0.4,1.646134e-08
31,-0.38,1.634265e-08
32,-0.36,1.708954e-08
33,-0.33999999999999997,1.744183e-08
34,-0.31999999999999995,1.716715e-08
35,-0.29999999999999993,1.824574e-08
36,-0.28,1.843786e-08
37,-0.26,1.83291e-08
38,-0.24,1.945228e-08
39,-0.21999999999999997,2.034811e-08
40,-0.19999999999999996,1.952895e-08
41,-0.17999999999999994,1.989092e-08
42,-0.16000000000000003,1.951084e-08
43,-0.14,1.999231e-08
44,-0.12,2.039064e-08
45,-0.09999999999999998,2.081565e-08
46,-0.07999999999999996,2.014768e-08
47,-0.05999999999999994,2.091434e-08
48,-0.040000000000000036,2.055167e-08
49,-0.020000000000000018,2.097778e-08
50,0.0,2.084644e-08
51,0.020000000000000018,2.051069e-08
52,0.040000000000000036,2.179815e-08
53,0.06000000000000005,2.072666e-08
54,0.08000000000000007,2.091193e-08
55,0.10000000000000009,2.138168e-08
56,0.1200000000000001,2.11554e-08
57,0.14000000000000012,2.112135e-08
58,0.15999999999999992,2.124325e-08
59,0.17999999999999994,2.065496e-08
60,0.19999999999999996,2.076104e-08
61,0.21999999999999997,2.156239e-08
62,0.24,2.215405e-08
63,0.26,2.211589e-08
64,0.28,2.329788e-08
65,0.30000000000000004,2.370649e-08
66,0.32000000000000006,2.307171e-08
67,0.3400000000000001,2.323611e-08
68,0.3600000000000001,2.448874e-08
69,0.3800000000000001,2.412068e-08
70,0.40000000000000013,2.465645e-08
71,0.41999999999999993,2.471292e-08
72,0.43999999999999995,2.519604e-08
73,0.45999999999999996,2.496012e-08
74,0.48,2.516383e-08
75,0.5,2.5535e-08
76,0.52,2.657496e-08
77,0.54,2.723547e-08
78,0.56,2.84137e-08
79,0.5800000000000001,2.931577e-08
80,0.6000000000000001,3.0196e-08
81,0.6200000000000001,3.02871e-08
82,0.6400000000000001,3.155227e-08
83,0.6600000000000001,3.179727e-08
84,0.6799999999999999,3.288609e-08
85,0.7,3.320645e-08
86,0.72,3.46765e-08
87,0.74,3.464652e-08
88,0.76,3.564442e-08
89,0.78,3.563052e-08
90,0.8,3.594354e-08
91,0.8200000000000001,3.723046e-08
92,0.8400000000000001,3.796717e-08
93,0.8600000000000001,3.949979e-08
94,0.8800000000000001,3.992617e-08
95,0.9000000000000001,4.131465e-08
96,0.9199999999999999,4.210501e-08
97,0.94,4.337042e-08
98,0.96,4.563527e-08
99,0.98,4.613807e-08
100,1.0,4.813528e-08
